,Date,from_station_name,Mean_Temperature_F,Events,number_of_trips
16157,16/04/2015,NE 47th St & 12th Ave NE,52.0,Rain,4
16158,16/04/2015,Occidental Park / Occidental Ave S & S Washington St,52.0,Rain,14
16159,16/04/2015,PATH / 9th Ave & Westlake Ave,52.0,Rain,30
16160,16/04/2015,Pier 69 / Alaskan Way & Clay St,52.0,Rain,38
16161,16/04/2015,Pine St & 9th Ave,52.0,Rain,46
16162,16/04/2015,REI / Yale Ave N & John St,52.0,Rain,28
16163,16/04/2015,Republican St & Westlake Ave N,52.0,Rain,32
16164,16/04/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,52.0,Rain,26
16165,16/04/2015,Seattle University / E Columbia St & 12th Ave,52.0,Rain,14
16166,16/04/2015,Summit Ave & E Denny Way,52.0,Rain,14
16167,16/04/2015,Summit Ave E & E Republican St,52.0,Rain,24
16168,16/04/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,52.0,Rain,14
16169,16/04/2015,UW Intramural Activities Building,52.0,Rain,2
16170,16/04/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,52.0,Rain,2
16171,16/04/2015,UW McCarty Hall / Whitman Ct,52.0,Rain,6
16172,16/04/2015,Westlake Ave & 6th Ave,52.0,Rain,38
16173,16/04/2016,12th Ave & E Denny Way,56.0,BLANK,4
16174,16/04/2016,12th Ave & E Mercer St,56.0,BLANK,2
16175,16/04/2016,12th Ave & E Yesler Way,56.0,BLANK,1
16176,16/04/2016,12th Ave & NE Campus Pkwy,56.0,BLANK,20
16177,16/04/2016,15th Ave E & E Thomas St,56.0,BLANK,2
16178,16/04/2016,15th Ave NE & NE 40th St,56.0,BLANK,1
16179,16/04/2016,1st Ave & Marion St,56.0,BLANK,4
16180,16/04/2016,2nd Ave & Blanchard St,56.0,BLANK,7
16181,16/04/2016,2nd Ave & Pine St,56.0,BLANK,9
16182,16/04/2016,2nd Ave & Spring St,56.0,BLANK,4
16183,16/04/2016,2nd Ave & Vine St,56.0,BLANK,6
16184,16/04/2016,3rd Ave & Broad St,56.0,BLANK,17
16185,16/04/2016,6th Ave & Blanchard St,56.0,BLANK,8
16186,16/04/2016,6th Ave S & S King St,56.0,BLANK,2
16187,16/04/2016,7th Ave & Union St,56.0,BLANK,2
16188,16/04/2016,9th Ave N & Mercer St,56.0,BLANK,4
16189,16/04/2016,Bellevue Ave & E Pine St,56.0,BLANK,2
16190,16/04/2016,Broadway and E Denny Way,56.0,BLANK,11
16191,16/04/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,56.0,BLANK,7
16192,16/04/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,56.0,BLANK,18
16193,16/04/2016,Cal Anderson Park / 11th Ave & Pine St,56.0,BLANK,6
16194,16/04/2016,Children's Hospital / Sandpoint Way NE & 40th Ave NE,56.0,BLANK,6
16195,16/04/2016,City Hall / 4th Ave & James St,56.0,BLANK,5
16196,16/04/2016,Dexter Ave & Denny Way,56.0,BLANK,5
16197,16/04/2016,Dexter Ave N & Aloha St,56.0,BLANK,4
16198,16/04/2016,E Blaine St & Fairview Ave E,56.0,BLANK,10
16199,16/04/2016,E Harrison St & Broadway Ave E,56.0,BLANK,8
16200,16/04/2016,E Pine St & 16th Ave,56.0,BLANK,6
16201,16/04/2016,Eastlake Ave E & E Allison St,56.0,BLANK,15
16202,16/04/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,56.0,BLANK,7
16203,16/04/2016,Harvard Ave & E Pine St,56.0,BLANK,6
16204,16/04/2016,Key Arena / 1st Ave N & Harrison St,56.0,BLANK,18
16205,16/04/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,56.0,BLANK,4
16206,16/04/2016,Lake Union Park / Valley St & Boren Ave N,56.0,BLANK,15
16207,16/04/2016,Mercer St & 9th Ave N,56.0,BLANK,6
16208,16/04/2016,NE 42nd St & University Way NE,56.0,BLANK,7
16209,16/04/2016,NE 47th St & 12th Ave NE,56.0,BLANK,6
16210,16/04/2016,NE Pacific St/UW Medical Center,56.0,BLANK,2
16211,16/04/2016,Occidental Park / Occidental Ave S & S Washington St,56.0,BLANK,3
16212,16/04/2016,PATH / 9th Ave & Westlake Ave,56.0,BLANK,3
16213,16/04/2016,Pier 69 / Alaskan Way & Clay St,56.0,BLANK,22
16214,16/04/2016,Pine St & 9th Ave,56.0,BLANK,2
16215,16/04/2016,REI / Yale Ave N & John St,56.0,BLANK,9
16216,16/04/2016,Republican St & Westlake Ave N,56.0,BLANK,2
16217,16/04/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,56.0,BLANK,48
16218,16/04/2016,Seattle University / E Columbia St & 12th Ave,56.0,BLANK,8
16219,16/04/2016,Summit Ave & E Denny Way,56.0,BLANK,7
16220,16/04/2016,Summit Ave E & E Republican St,56.0,BLANK,3
16221,16/04/2016,Terry Ave & Stewart St,56.0,BLANK,2
16222,16/04/2016,UW Engineering Library / E Stevens Way NE & Jefferson Rd,56.0,BLANK,2
16223,16/04/2016,UW Intramural Activities Building,56.0,BLANK,8
16224,16/04/2016,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,56.0,BLANK,2
16225,16/04/2016,Union St & 4th Ave,56.0,BLANK,8
16226,16/04/2016,Westlake Ave & 6th Ave,56.0,BLANK,7
16227,16/05/2015,12th Ave & E Denny Way,58.0,BLANK,8
16228,16/05/2015,12th Ave & E Mercer St,58.0,BLANK,10
16229,16/05/2015,12th Ave & NE Campus Pkwy,58.0,BLANK,6
16230,16/05/2015,15th Ave E & E Thomas St,58.0,BLANK,11
16231,16/05/2015,15th Ave NE & NE 40th St,58.0,BLANK,11
16232,16/05/2015,1st Ave & Marion St,58.0,BLANK,12
16233,16/05/2015,2nd Ave & Blanchard St,58.0,BLANK,7
16234,16/05/2015,2nd Ave & Pine St,58.0,BLANK,19
16235,16/05/2015,2nd Ave & Spring St,58.0,BLANK,11
16236,16/05/2015,2nd Ave & Vine St,58.0,BLANK,14
16237,16/05/2015,3rd Ave & Broad St,58.0,BLANK,28
16238,16/05/2015,6th Ave S & S King St,58.0,BLANK,1
16239,16/05/2015,7th Ave & Union St,58.0,BLANK,5
16240,16/05/2015,9th Ave N & Mercer St,58.0,BLANK,4
16241,16/05/2015,Bellevue Ave & E Pine St,58.0,BLANK,11
16242,16/05/2015,Burke Museum / E Stevens Way NE & Memorial Way NE,58.0,BLANK,9
16243,16/05/2015,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,58.0,BLANK,1
16244,16/05/2015,Cal Anderson Park / 11th Ave & Pine St,58.0,BLANK,6
16245,16/05/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,58.0,BLANK,2
16246,16/05/2015,City Hall / 4th Ave & James St,58.0,BLANK,1
16247,16/05/2015,Dexter Ave & Denny Way,58.0,BLANK,3
16248,16/05/2015,Dexter Ave N & Aloha St,58.0,BLANK,6
16249,16/05/2015,E Blaine St & Fairview Ave E,58.0,BLANK,4
16250,16/05/2015,E Harrison St & Broadway Ave E,58.0,BLANK,15
16251,16/05/2015,E Pine St & 16th Ave,58.0,BLANK,18
16252,16/05/2015,Eastlake Ave E & E Allison St,58.0,BLANK,2
16253,16/05/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,58.0,BLANK,5
16254,16/05/2015,Frye Art Museum / Terry Ave & Columbia St,58.0,BLANK,5
16255,16/05/2015,Harvard Ave & E Pine St,58.0,BLANK,9
16256,16/05/2015,Key Arena / 1st Ave N & Harrison St,58.0,BLANK,23
16257,16/05/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,58.0,BLANK,9
16258,16/05/2015,Lake Union Park / Valley St & Boren Ave N,58.0,BLANK,15
16259,16/05/2015,Occidental Park / Occidental Ave S & S Washington St,58.0,BLANK,7
16260,16/05/2015,Pier 69 / Alaskan Way & Clay St,58.0,BLANK,37
16261,16/05/2015,Pine St & 9th Ave,58.0,BLANK,8
16262,16/05/2015,REI / Yale Ave N & John St,58.0,BLANK,11
16263,16/05/2015,Republican St & Westlake Ave N,58.0,BLANK,5
16264,16/05/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,58.0,BLANK,13
16265,16/05/2015,Seattle University / E Columbia St & 12th Ave,58.0,BLANK,1
16266,16/05/2015,Summit Ave & E Denny Way,58.0,BLANK,10
16267,16/05/2015,Summit Ave E & E Republican St,58.0,BLANK,4
16268,16/05/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,58.0,BLANK,1
16269,16/05/2015,UW Intramural Activities Building,58.0,BLANK,1
16270,16/05/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,58.0,BLANK,2
16271,16/05/2015,Westlake Ave & 6th Ave,58.0,BLANK,15
16272,16/05/2016,12th Ave & E Denny Way,56.0,BLANK,4
16273,16/05/2016,12th Ave & E Mercer St,56.0,BLANK,8
16274,16/05/2016,12th Ave & NE Campus Pkwy,56.0,BLANK,2
16275,16/05/2016,15th Ave E & E Thomas St,56.0,BLANK,6
16276,16/05/2016,15th Ave NE & NE 40th St,56.0,BLANK,3
16277,16/05/2016,1st Ave & Marion St,56.0,BLANK,4
16278,16/05/2016,2nd Ave & Blanchard St,56.0,BLANK,4
16279,16/05/2016,2nd Ave & Pine St,56.0,BLANK,5
16280,16/05/2016,2nd Ave & Spring St,56.0,BLANK,1
16281,16/05/2016,2nd Ave & Vine St,56.0,BLANK,7
16282,16/05/2016,3rd Ave & Broad St,56.0,BLANK,9
16283,16/05/2016,6th Ave & Blanchard St,56.0,BLANK,3
16284,16/05/2016,7th Ave & Union St,56.0,BLANK,2
16285,16/05/2016,9th Ave N & Mercer St,56.0,BLANK,4
16286,16/05/2016,Bellevue Ave & E Pine St,56.0,BLANK,7
16287,16/05/2016,Broadway and E Denny Way,56.0,BLANK,5
16288,16/05/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,56.0,BLANK,1
16289,16/05/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,56.0,BLANK,7
16290,16/05/2016,Cal Anderson Park / 11th Ave & Pine St,56.0,BLANK,8
16291,16/05/2016,Children's Hospital / Sandpoint Way NE & 40th Ave NE,56.0,BLANK,1
16292,16/05/2016,City Hall / 4th Ave & James St,56.0,BLANK,6
16293,16/05/2016,Dexter Ave & Denny Way,56.0,BLANK,2
16294,16/05/2016,Dexter Ave N & Aloha St,56.0,BLANK,13
16295,16/05/2016,E Blaine St & Fairview Ave E,56.0,BLANK,5
16296,16/05/2016,E Harrison St & Broadway Ave E,56.0,BLANK,7
16297,16/05/2016,E Pine St & 16th Ave,56.0,BLANK,9
16298,16/05/2016,Eastlake Ave E & E Allison St,56.0,BLANK,3
16299,16/05/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,56.0,BLANK,2
16300,16/05/2016,Harvard Ave & E Pine St,56.0,BLANK,6
16301,16/05/2016,Key Arena / 1st Ave N & Harrison St,56.0,BLANK,5
16302,16/05/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,56.0,BLANK,6
16303,16/05/2016,Lake Union Park / Valley St & Boren Ave N,56.0,BLANK,3
16304,16/05/2016,NE 47th St & 12th Ave NE,56.0,BLANK,4
16305,16/05/2016,NE Pacific St/UW Medical Center,56.0,BLANK,9
16306,16/05/2016,Occidental Park / Occidental Ave S & S Washington St,56.0,BLANK,3
16307,16/05/2016,PATH / 9th Ave & Westlake Ave,56.0,BLANK,8
16308,16/05/2016,Pier 69 / Alaskan Way & Clay St,56.0,BLANK,6
16309,16/05/2016,Pine St & 9th Ave,56.0,BLANK,4
16310,16/05/2016,REI / Yale Ave N & John St,56.0,BLANK,6
16311,16/05/2016,Republican St & Westlake Ave N,56.0,BLANK,1
16312,16/05/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,56.0,BLANK,6
16313,16/05/2016,Seattle University / E Columbia St & 12th Ave,56.0,BLANK,14
16314,16/05/2016,Summit Ave & E Denny Way,56.0,BLANK,5
16315,16/05/2016,Summit Ave E & E Republican St,56.0,BLANK,6
16316,16/05/2016,Terry Ave & Stewart St,56.0,BLANK,2
16317,16/05/2016,Union St & 4th Ave,56.0,BLANK,8
16318,16/05/2016,Westlake Ave & 6th Ave,56.0,BLANK,16
16319,16/06/2015,12th Ave & E Denny Way,64.0,BLANK,4
16320,16/06/2015,12th Ave & E Mercer St,64.0,BLANK,19
16321,16/06/2015,12th Ave & E Yesler Way,64.0,BLANK,3
16322,16/06/2015,12th Ave & NE Campus Pkwy,64.0,BLANK,9
16323,16/06/2015,15th Ave E & E Thomas St,64.0,BLANK,20
16324,16/06/2015,15th Ave NE & NE 40th St,64.0,BLANK,6
16325,16/06/2015,1st Ave & Marion St,64.0,BLANK,16
16326,16/06/2015,2nd Ave & Blanchard St,64.0,BLANK,9
16327,16/06/2015,2nd Ave & Pine St,64.0,BLANK,22
16328,16/06/2015,2nd Ave & Spring St,64.0,BLANK,4
16329,16/06/2015,2nd Ave & Vine St,64.0,BLANK,18
16330,16/06/2015,3rd Ave & Broad St,64.0,BLANK,20
16331,16/06/2015,6th Ave & Blanchard St,64.0,BLANK,6
16332,16/06/2015,6th Ave S & S King St,64.0,BLANK,9
16333,16/06/2015,7th Ave & Union St,64.0,BLANK,18
16334,16/06/2015,9th Ave N & Mercer St,64.0,BLANK,7
16335,16/06/2015,Bellevue Ave & E Pine St,64.0,BLANK,11
16336,16/06/2015,Burke Museum / E Stevens Way NE & Memorial Way NE,64.0,BLANK,5
16337,16/06/2015,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,64.0,BLANK,10
16338,16/06/2015,Cal Anderson Park / 11th Ave & Pine St,64.0,BLANK,15
16339,16/06/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,64.0,BLANK,6
16340,16/06/2015,City Hall / 4th Ave & James St,64.0,BLANK,5
16341,16/06/2015,Dexter Ave & Denny Way,64.0,BLANK,8
16342,16/06/2015,Dexter Ave N & Aloha St,64.0,BLANK,16
16343,16/06/2015,E Blaine St & Fairview Ave E,64.0,BLANK,10
16344,16/06/2015,E Harrison St & Broadway Ave E,64.0,BLANK,19
16345,16/06/2015,E Pine St & 16th Ave,64.0,BLANK,26
16346,16/06/2015,Eastlake Ave E & E Allison St,64.0,BLANK,14
16347,16/06/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,64.0,BLANK,10
16348,16/06/2015,Frye Art Museum / Terry Ave & Columbia St,64.0,BLANK,11
16349,16/06/2015,Harvard Ave & E Pine St,64.0,BLANK,9
16350,16/06/2015,Key Arena / 1st Ave N & Harrison St,64.0,BLANK,19
16351,16/06/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,64.0,BLANK,7
16352,16/06/2015,Lake Union Park / Valley St & Boren Ave N,64.0,BLANK,6
16353,16/06/2015,NE 47th St & 12th Ave NE,64.0,BLANK,9
16354,16/06/2015,Occidental Park / Occidental Ave S & S Washington St,64.0,BLANK,8
16355,16/06/2015,PATH / 9th Ave & Westlake Ave,64.0,BLANK,18
16356,16/06/2015,Pier 69 / Alaskan Way & Clay St,64.0,BLANK,30
16357,16/06/2015,Pine St & 9th Ave,64.0,BLANK,11
16358,16/06/2015,REI / Yale Ave N & John St,64.0,BLANK,14
16359,16/06/2015,Republican St & Westlake Ave N,64.0,BLANK,22
16360,16/06/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,64.0,BLANK,11
16361,16/06/2015,Seattle University / E Columbia St & 12th Ave,64.0,BLANK,8
16362,16/06/2015,Summit Ave & E Denny Way,64.0,BLANK,13
16363,16/06/2015,Summit Ave E & E Republican St,64.0,BLANK,15
16364,16/06/2015,Terry Ave & Stewart St,64.0,BLANK,6
16365,16/06/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,64.0,BLANK,4
16366,16/06/2015,UW Intramural Activities Building,64.0,BLANK,3
16367,16/06/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,64.0,BLANK,9
16368,16/06/2015,Westlake Ave & 6th Ave,64.0,BLANK,18
16369,16/06/2016,12th Ave & E Denny Way,61.0,BLANK,6
16370,16/06/2016,12th Ave & E Mercer St,61.0,BLANK,13
16371,16/06/2016,12th Ave & E Yesler Way,61.0,BLANK,3
16372,16/06/2016,12th Ave & NE Campus Pkwy,61.0,BLANK,8
16373,16/06/2016,15th Ave E & E Thomas St,61.0,BLANK,11
16374,16/06/2016,15th Ave NE & NE 40th St,61.0,BLANK,5
16375,16/06/2016,1st Ave & Marion St,61.0,BLANK,13
16376,16/06/2016,2nd Ave & Blanchard St,61.0,BLANK,4
16377,16/06/2016,2nd Ave & Pine St,61.0,BLANK,25
16378,16/06/2016,2nd Ave & Spring St,61.0,BLANK,10
16379,16/06/2016,2nd Ave & Vine St,61.0,BLANK,9
16380,16/06/2016,3rd Ave & Broad St,61.0,BLANK,23
16381,16/06/2016,6th Ave & Blanchard St,61.0,BLANK,6
16382,16/06/2016,7th Ave & Union St,61.0,BLANK,5
16383,16/06/2016,9th Ave N & Mercer St,61.0,BLANK,7
16384,16/06/2016,Bellevue Ave & E Pine St,61.0,BLANK,17
16385,16/06/2016,Broadway and E Denny Way,61.0,BLANK,7
16386,16/06/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,61.0,BLANK,2
16387,16/06/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,61.0,BLANK,9
16388,16/06/2016,Cal Anderson Park / 11th Ave & Pine St,61.0,BLANK,11
16389,16/06/2016,Children's Hospital / Sandpoint Way NE & 40th Ave NE,61.0,BLANK,1
16390,16/06/2016,City Hall / 4th Ave & James St,61.0,BLANK,4
16391,16/06/2016,Dexter Ave & Denny Way,61.0,BLANK,5
16392,16/06/2016,Dexter Ave N & Aloha St,61.0,BLANK,12
16393,16/06/2016,E Blaine St & Fairview Ave E,61.0,BLANK,10
16394,16/06/2016,E Harrison St & Broadway Ave E,61.0,BLANK,4
16395,16/06/2016,E Pine St & 16th Ave,61.0,BLANK,15
16396,16/06/2016,Eastlake Ave E & E Allison St,61.0,BLANK,6
16397,16/06/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,61.0,BLANK,2
16398,16/06/2016,Harvard Ave & E Pine St,61.0,BLANK,7
16399,16/06/2016,Key Arena / 1st Ave N & Harrison St,61.0,BLANK,26
16400,16/06/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,61.0,BLANK,14
16401,16/06/2016,Lake Union Park / Valley St & Boren Ave N,61.0,BLANK,4
16402,16/06/2016,Mercer St & 9th Ave N,61.0,BLANK,4
16403,16/06/2016,NE 47th St & 12th Ave NE,61.0,BLANK,5
16404,16/06/2016,NE Pacific St/UW Medical Center,61.0,BLANK,8
16405,16/06/2016,Occidental Park / Occidental Ave S & S Washington St,61.0,BLANK,11
16406,16/06/2016,PATH / 9th Ave & Westlake Ave,61.0,BLANK,10
16407,16/06/2016,Pier 69 / Alaskan Way & Clay St,61.0,BLANK,29
16408,16/06/2016,Pine St & 9th Ave,61.0,BLANK,7
16409,16/06/2016,REI / Yale Ave N & John St,61.0,BLANK,19
16410,16/06/2016,Republican St & Westlake Ave N,61.0,BLANK,7
16411,16/06/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,61.0,BLANK,8
16412,16/06/2016,Seattle University / E Columbia St & 12th Ave,61.0,BLANK,6
16413,16/06/2016,Summit Ave & E Denny Way,61.0,BLANK,15
16414,16/06/2016,Summit Ave E & E Republican St,61.0,BLANK,13
16415,16/06/2016,Terry Ave & Stewart St,61.0,BLANK,3
16416,16/06/2016,UW Engineering Library / E Stevens Way NE & Jefferson Rd,61.0,BLANK,2
16417,16/06/2016,UW Intramural Activities Building,61.0,BLANK,9
16418,16/06/2016,Union St & 4th Ave,61.0,BLANK,5
16419,16/06/2016,Westlake Ave & 6th Ave,61.0,BLANK,18
16420,16/07/2015,12th Ave & E Denny Way,72.0,BLANK,7
16421,16/07/2015,12th Ave & E Mercer St,72.0,BLANK,13
16422,16/07/2015,12th Ave & E Yesler Way,72.0,BLANK,6
16423,16/07/2015,12th Ave & NE Campus Pkwy,72.0,BLANK,13
16424,16/07/2015,15th Ave E & E Thomas St,72.0,BLANK,16
16425,16/07/2015,15th Ave NE & NE 40th St,72.0,BLANK,6
16426,16/07/2015,1st Ave & Marion St,72.0,BLANK,20
16427,16/07/2015,2nd Ave & Blanchard St,72.0,BLANK,10
16428,16/07/2015,2nd Ave & Pine St,72.0,BLANK,26
16429,16/07/2015,2nd Ave & Spring St,72.0,BLANK,17
16430,16/07/2015,2nd Ave & Vine St,72.0,BLANK,12
16431,16/07/2015,3rd Ave & Broad St,72.0,BLANK,37
16432,16/07/2015,6th Ave & Blanchard St,72.0,BLANK,11
16433,16/07/2015,6th Ave S & S King St,72.0,BLANK,12
16434,16/07/2015,7th Ave & Union St,72.0,BLANK,12
16435,16/07/2015,9th Ave N & Mercer St,72.0,BLANK,11
16436,16/07/2015,Bellevue Ave & E Pine St,72.0,BLANK,14
16437,16/07/2015,Burke Museum / E Stevens Way NE & Memorial Way NE,72.0,BLANK,4
16438,16/07/2015,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,72.0,BLANK,16
16439,16/07/2015,Cal Anderson Park / 11th Ave & Pine St,72.0,BLANK,18
16440,16/07/2015,Children's Hospital / Sandpoint Way NE & 40th Ave NE,72.0,BLANK,1
16441,16/07/2015,City Hall / 4th Ave & James St,72.0,BLANK,8
16442,16/07/2015,Dexter Ave & Denny Way,72.0,BLANK,8
16443,16/07/2015,Dexter Ave N & Aloha St,72.0,BLANK,22
16444,16/07/2015,E Blaine St & Fairview Ave E,72.0,BLANK,16
16445,16/07/2015,E Harrison St & Broadway Ave E,72.0,BLANK,17
16446,16/07/2015,E Pine St & 16th Ave,72.0,BLANK,27
16447,16/07/2015,Eastlake Ave E & E Allison St,72.0,BLANK,16
16448,16/07/2015,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,72.0,BLANK,11
16449,16/07/2015,Frye Art Museum / Terry Ave & Columbia St,72.0,BLANK,4
16450,16/07/2015,Harvard Ave & E Pine St,72.0,BLANK,8
16451,16/07/2015,Key Arena / 1st Ave N & Harrison St,72.0,BLANK,13
16452,16/07/2015,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,72.0,BLANK,9
16453,16/07/2015,Lake Union Park / Valley St & Boren Ave N,72.0,BLANK,16
16454,16/07/2015,NE 47th St & 12th Ave NE,72.0,BLANK,1
16455,16/07/2015,Occidental Park / Occidental Ave S & S Washington St,72.0,BLANK,11
16456,16/07/2015,PATH / 9th Ave & Westlake Ave,72.0,BLANK,20
16457,16/07/2015,Pier 69 / Alaskan Way & Clay St,72.0,BLANK,30
16458,16/07/2015,Pine St & 9th Ave,72.0,BLANK,10
16459,16/07/2015,REI / Yale Ave N & John St,72.0,BLANK,20
16460,16/07/2015,Republican St & Westlake Ave N,72.0,BLANK,16
16461,16/07/2015,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,72.0,BLANK,2
16462,16/07/2015,Seattle University / E Columbia St & 12th Ave,72.0,BLANK,13
16463,16/07/2015,Summit Ave & E Denny Way,72.0,BLANK,11
16464,16/07/2015,Summit Ave E & E Republican St,72.0,BLANK,16
16465,16/07/2015,Terry Ave & Stewart St,72.0,BLANK,9
16466,16/07/2015,UW Engineering Library / E Stevens Way NE & Jefferson Rd,72.0,BLANK,6
16467,16/07/2015,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,72.0,BLANK,9
16468,16/07/2015,UW McCarty Hall / Whitman Ct,72.0,BLANK,4
16469,16/07/2015,Westlake Ave & 6th Ave,72.0,BLANK,32
16470,16/07/2016,12th Ave & E Denny Way,66.0,BLANK,5
16471,16/07/2016,12th Ave & E Mercer St,66.0,BLANK,13
16472,16/07/2016,12th Ave & NE Campus Pkwy,66.0,BLANK,12
16473,16/07/2016,15th Ave E & E Thomas St,66.0,BLANK,2
16474,16/07/2016,15th Ave NE & NE 40th St,66.0,BLANK,1
16475,16/07/2016,1st Ave & Marion St,66.0,BLANK,9
16476,16/07/2016,2nd Ave & Blanchard St,66.0,BLANK,7
16477,16/07/2016,2nd Ave & Pine St,66.0,BLANK,18
16478,16/07/2016,2nd Ave & Spring St,66.0,BLANK,3
16479,16/07/2016,2nd Ave & Vine St,66.0,BLANK,8
16480,16/07/2016,3rd Ave & Broad St,66.0,BLANK,16
16481,16/07/2016,6th Ave & Blanchard St,66.0,BLANK,2
16482,16/07/2016,6th Ave S & S King St,66.0,BLANK,8
16483,16/07/2016,7th Ave & Union St,66.0,BLANK,4
16484,16/07/2016,9th Ave N & Mercer St,66.0,BLANK,4
16485,16/07/2016,Bellevue Ave & E Pine St,66.0,BLANK,7
16486,16/07/2016,Broadway and E Denny Way,66.0,BLANK,7
16487,16/07/2016,Burke Museum / E Stevens Way NE & Memorial Way NE,66.0,BLANK,3
16488,16/07/2016,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,66.0,BLANK,18
16489,16/07/2016,Cal Anderson Park / 11th Ave & Pine St,66.0,BLANK,10
16490,16/07/2016,City Hall / 4th Ave & James St,66.0,BLANK,8
16491,16/07/2016,Dexter Ave N & Aloha St,66.0,BLANK,2
16492,16/07/2016,E Blaine St & Fairview Ave E,66.0,BLANK,6
16493,16/07/2016,E Harrison St & Broadway Ave E,66.0,BLANK,5
16494,16/07/2016,E Pine St & 16th Ave,66.0,BLANK,12
16495,16/07/2016,Eastlake Ave E & E Allison St,66.0,BLANK,1
16496,16/07/2016,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,66.0,BLANK,3
16497,16/07/2016,Harvard Ave & E Pine St,66.0,BLANK,9
16498,16/07/2016,Key Arena / 1st Ave N & Harrison St,66.0,BLANK,11
16499,16/07/2016,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,66.0,BLANK,5
16500,16/07/2016,Lake Union Park / Valley St & Boren Ave N,66.0,BLANK,8
16501,16/07/2016,Mercer St & 9th Ave N,66.0,BLANK,3
16502,16/07/2016,NE 42nd St & University Way NE,66.0,BLANK,5
16503,16/07/2016,NE 47th St & 12th Ave NE,66.0,BLANK,5
16504,16/07/2016,NE Pacific St/UW Medical Center,66.0,BLANK,7
16505,16/07/2016,Occidental Park / Occidental Ave S & S Washington St,66.0,BLANK,11
16506,16/07/2016,PATH / 9th Ave & Westlake Ave,66.0,BLANK,5
16507,16/07/2016,Pier 69 / Alaskan Way & Clay St,66.0,BLANK,22
16508,16/07/2016,Pine St & 9th Ave,66.0,BLANK,3
16509,16/07/2016,REI / Yale Ave N & John St,66.0,BLANK,6
16510,16/07/2016,Republican St & Westlake Ave N,66.0,BLANK,3
16511,16/07/2016,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,66.0,BLANK,16
16512,16/07/2016,Seattle University / E Columbia St & 12th Ave,66.0,BLANK,3
16513,16/07/2016,Summit Ave & E Denny Way,66.0,BLANK,7
16514,16/07/2016,Summit Ave E & E Republican St,66.0,BLANK,8
16515,16/07/2016,Terry Ave & Stewart St,66.0,BLANK,1
16516,16/07/2016,Thomas St & 5th Ave N,66.0,BLANK,25
16517,16/07/2016,UW Engineering Library / E Stevens Way NE & Jefferson Rd,66.0,BLANK,3
16518,16/07/2016,UW Intramural Activities Building,66.0,BLANK,1
16519,16/07/2016,Union St & 4th Ave,66.0,BLANK,1
16520,16/07/2016,Westlake Ave & 6th Ave,66.0,BLANK,14
16521,16/08/2015,12th Ave & E Denny Way,68.0,BLANK,7
16522,16/08/2015,12th Ave & E Mercer St,68.0,BLANK,18
16523,16/08/2015,12th Ave & E Yesler Way,68.0,BLANK,1
